Date,Source,Details,Country (Profile)
Thu Oct 27 11:06:03 +0000 2022,Pakistan News ,"Kashmiris’ self-determination, rights violations must be on int’l agenda: Senator David Shoebridge #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…","Islamabad, Pakistan"
Thu Oct 27 11:04:05 +0000 2022,Pakistan News ,Tribesmen express solidarity with Kashmiris #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Thu Oct 27 11:02:02 +0000 2022,Pakistan News ,Marriyum urges world to take notice of HR violations in IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Thu Oct 27 09:27:45 +0000 2022,Pakistan News ,Who ordered assassination of Arshad Sharif?,"Islamabad, Pakistan"
Thu Oct 27 09:04:03 +0000 2022,Pakistan News ,Kashmiris observing Black Day today #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Thu Oct 27 09:02:04 +0000 2022,Pakistan News ,India killed over four lakh in IIOJK in past 75 years: Report #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Thu Oct 27 08:45:22 +0000 2022,Marvi Sirmed ,The fact that DG ISI had to join @OfficialDGISPR in a houseful of a presser to defend their institution proves how effective Imran Khan’s pressure tactics have been. No other politician would ever creep under generals’ skin like this. Next we might hear he has been arrested.,"Islamabad, Pakistan"
Thu Oct 27 08:02:03 +0000 2022,Pakistan News ,"APHC-AJK leads protest rallies in Pakistan, AJK on Black Day #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…","Islamabad, Pakistan"
Thu Oct 27 07:06:03 +0000 2022,Pakistan News ,Walk held in Islamabad to express solidarity with IIOJK oppressed people #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Thu Oct 27 07:04:06 +0000 2022,Pakistan News ,October 27 a darkest day in Kashmir’s history #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Thu Oct 27 07:02:03 +0000 2022,Pakistan News ,Pakistan will continue to raise Kashmir dispute at world forums: Khurshid Shah #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Thu Oct 27 06:04:03 +0000 2022,Pakistan News ,Hina Khar urges world community to resolve Kashmir dispute #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Thu Oct 27 06:02:03 +0000 2022,Pakistan News ,Khalistanis clash with Indian supporters in Mississauga on Diwali night #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Thu Oct 27 05:06:02 +0000 2022,Pakistan News ,"President reiterates Pakistan’s call for Indian accountability, reversal of unilateral actions in IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…","Islamabad, Pakistan"
Thu Oct 27 05:04:04 +0000 2022,Pakistan News ,Article: October 27 – the Blackest Day for Kashmiris #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Thu Oct 27 05:02:02 +0000 2022,Pakistan News ,Article: The significance of October 27: Darkest day in the history of Kashmir #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Thu Oct 27 04:06:03 +0000 2022,Pakistan News ,No matter what the cost Pakistan will always stand by Kashmiris: PM #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Thu Oct 27 04:04:04 +0000 2022,Pakistan News ,"Alvi reiterates Pakistan’s call for Indian accountability, reversal of unilateral actions in IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…","Islamabad, Pakistan"
Thu Oct 27 04:02:02 +0000 2022,Pakistan News ,3 arrested for setting up Muslim museum in Assam #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/27…,"Islamabad, Pakistan"
Wed Oct 26 17:04:03 +0000 2022,Pakistan News ,"Sub-committee to coordinate on Kashmir issue, Basit Bukhari #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…","Islamabad, Pakistan"
Wed Oct 26 17:02:02 +0000 2022,Pakistan News ,Resolution of Kashmir issue imperative for regional peace: NA Speaker #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 16:02:03 +0000 2022,Pakistan News ,"Pakistanis hope Sunak will push India on Kashmir resolution, reports AP #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…","Islamabad, Pakistan"
Wed Oct 26 15:04:02 +0000 2022,Pakistan News ,Kashmir issue linked with sentiments of people of Pakistan: Kaira #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 15:02:03 +0000 2022,Pakistan News ,Programmes finalized to observe Oct 27 as Black Day in Khyber Pakhtunkhwa #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 14:02:03 +0000 2022,Pakistan News ,"Shabbir Shah, others urge Kashmiris to observe Black Day tomorrow #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…","Islamabad, Pakistan"
Wed Oct 26 11:04:02 +0000 2022,Pakistan News ,‘India’s continued illegal occupation on J&amp;K poses serious threat to regional peace’ #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 11:02:03 +0000 2022,Pakistan News ,Funeral prayer in absentia for Maulana Abbas Ansari offered in Islamabad #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 09:02:03 +0000 2022,Pakistan News ,Indian soldier injured in Baramulla attack #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 08:06:03 +0000 2022,Pakistan News ,Demise of Maulana Abbas Ansari widely condoled in IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 08:04:03 +0000 2022,Pakistan News ,Parliamentary Committee on Kashmir reiterates commitment to Kashmiris’ freedom struggle #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 08:02:03 +0000 2022,Pakistan News ,Article: Maulana Mohammad Abbas Ansari:&nbsp; Pioneer of Muslim unity — strong proponent of peaceful settlement of Kashmir dispute #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 07:06:03 +0000 2022,Pakistan News ,Glowing tributes paid to senior APHC leader Maulana Abbas Ansari #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 07:04:03 +0000 2022,Pakistan News ,Blaze damages five residential houses in Srinagar #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 07:02:02 +0000 2022,Pakistan News ,Article: Identity crisis in Kashmir #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 06:02:03 +0000 2022,Pakistan News ,"At UN, Pakistan calls for respecting, implementing IWT #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…","Islamabad, Pakistan"
Wed Oct 26 05:04:02 +0000 2022,Pakistan News ,Indian troops martyr one Kashmiri youth in Kupwara #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 05:02:03 +0000 2022,Pakistan News ,Kashmiris to observe Black Day tomorrow #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Wed Oct 26 04:04:03 +0000 2022,Pakistan News ,"Rape victim begs for assistance in UP, crowd continues recording her plight #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…","Islamabad, Pakistan"
Wed Oct 26 04:02:03 +0000 2022,Pakistan News ,Three Dalits shot dead by village strongman in Madhya Pradesh #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/26…,"Islamabad, Pakistan"
Tue Oct 25 18:02:02 +0000 2022,Pakistan News ,"Despite worst Indian brutalities, IIOJK people carrying on their freedom struggle: AJK PM #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…","Islamabad, Pakistan"
Tue Oct 25 17:06:02 +0000 2022,Pakistan News ,President reiterates Pakistan’s support to Kashmiris’ struggle #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 17:04:03 +0000 2022,Pakistan News ,Mushaal questions world’s silence on Indian state terrorism in IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 17:02:03 +0000 2022,Pakistan News ,"Kashmiris, Pakistanis in US urged to massively participate in Oct 27 anti-India rally in Washington #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…","Islamabad, Pakistan"
Tue Oct 25 16:08:02 +0000 2022,Pakistan News ,PNCA to hold various activities on Kashmir Black day #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 16:06:03 +0000 2022,Pakistan News ,"As the UK Embraces Its Diversity, Indians Need to Ask Why India is Turning Its Back on Its Own #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…","Islamabad, Pakistan"
Tue Oct 25 16:04:03 +0000 2022,Pakistan News ,Prisoner dies after ‘falling from building’ at Kupwara sub-jail #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 16:02:02 +0000 2022,Pakistan News ,Lok Virsa to mark October 27 as Kashmir Black Day #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 15:02:02 +0000 2022,Pakistan News ,ICIM strongly condemns Indian brutalities in IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 14:08:03 +0000 2022,Pakistan News ,‘Wadi-e-Kashmir’ song depicts Indian brutalities in IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 14:06:03 +0000 2022,Pakistan News ,Thousands attend funeral prayers of senior APHC leader in Srinagar #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 14:04:03 +0000 2022,Pakistan News ,Pakistan says primary aim of its mission at UN is to secure right to self-determination for Kashmiris #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 14:02:02 +0000 2022,Pakistan News ,Karia says Pakistan always raised Kashmir dispute at international forums #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 11:04:04 +0000 2022,Pakistan News ,Senate Chairman sees early resolution of Kashmir dispute #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 11:02:03 +0000 2022,Pakistan News ,Kashmiris on both sides of LOC to observe October 27 as Black Day #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 10:02:03 +0000 2022,Pakistan News ,October 27 a tragic day in history of Jammu and Kashmir: Farooq Rehmani. #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 09:02:03 +0000 2022,Pakistan News ,Condolence messages pouring in over death of Molvi Abbas Ansari #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 07:06:03 +0000 2022,Pakistan News ,"Contrary to Modi’s communal efforts, Valley’s Pandits all praise for Muslim majority #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…","Islamabad, Pakistan"
Tue Oct 25 07:04:03 +0000 2022,Pakistan News ,CRPF commandant held for sexually harassing woman officer in IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 07:02:03 +0000 2022,Pakistan News ,Indian high court commutes rapist’s sentence for being ‘kind enough to leave victim alive’ #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 06:04:02 +0000 2022,Pakistan News ,Kashmiris scripting new history of resistance and bravery: Speakers #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 06:02:03 +0000 2022,Pakistan News ,"Massive fire damages mosque, house in Baramulla #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…","Islamabad, Pakistan"
Tue Oct 25 05:04:02 +0000 2022,Pakistan News ,UN must act to bring about promised referendum in Kashmir: Dr Fai #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 05:02:03 +0000 2022,Pakistan News ,Senior APHC leader Maulana Abbas Ansari passes away in IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 04:04:03 +0000 2022,Pakistan News ,250 Dalits convert to Buddhism after facing violence from upper caste Hindus #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Tue Oct 25 04:02:03 +0000 2022,Pakistan News ,Rana Ayyub named Global Muslim Media Person of 2021 #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/25…,"Islamabad, Pakistan"
Mon Oct 24 18:10:03 +0000 2022,Pakistan News ,Kashmiris’ unfulfilled birth right a big question mark on UN credibility: Hurriyat leaders #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/24…,"Islamabad, Pakistan"
Mon Oct 24 18:08:04 +0000 2022,Pakistan News ,Tributes to fake encounter victim Zia Mustafa on martyrdom anniversary #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/24…,"Islamabad, Pakistan"
Mon Oct 24 18:06:03 +0000 2022,Pakistan News ,"Ashraf Sehrai, Shabbir Shah given presidential awards on AJK Foundation Day #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/24…","Islamabad, Pakistan"
Mon Oct 24 18:04:03 +0000 2022,Pakistan News ,CRPF commandant held for sexually harassing woman officer in IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/24…,"Islamabad, Pakistan"
Mon Oct 24 18:02:03 +0000 2022,Pakistan News ,Students hold protest in Srinagar against sealing of school by Hindutva regime #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/24…,"Islamabad, Pakistan"
Mon Oct 24 11:18:09 +0000 2022,Brian Obuya ,"UPDATE|| The fatal shot that killed #arshadSharif was fired with precision through the rear mirror of the car, penetrated through the back of his head and exited through the front side. pic.twitter.com/PIuEnVbXqV","Islamabad, Pakistan"
Mon Oct 24 06:06:03 +0000 2022,Pakistan News ,75th Founding Day of AJK being celebrated today #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/24…,"Islamabad, Pakistan"
Mon Oct 24 06:04:03 +0000 2022,Pakistan News ,UN bound to fulfill its pledge to hold referendum in J&amp;K #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/24…,"Islamabad, Pakistan"
Mon Oct 24 06:02:03 +0000 2022,Pakistan News ,"APHC urges Kashmiris to observe strike in IIOJK on October 27, Black Day around world #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/24…","Islamabad, Pakistan"
Mon Oct 24 05:02:02 +0000 2022,Pakistan News ,Apni party paints bleak picture of IIOJK under Modi regime #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/24…,"Islamabad, Pakistan"
Sun Oct 23 17:02:02 +0000 2022,Pakistan News ,"OIC information ministers call for combating disinformation, Islamophobia #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…","Islamabad, Pakistan"
Sun Oct 23 14:06:03 +0000 2022,Pakistan News ,"Germany unmoved on UN stand, says ‘Bilateral Path’” way to resolve Kashmir issue #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…","Islamabad, Pakistan"
Sun Oct 23 14:04:03 +0000 2022,Pakistan News ,Angry Karnataka minister slaps woman at public event #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…,"Islamabad, Pakistan"
Sun Oct 23 14:02:02 +0000 2022,Pakistan News ,"China along with Pakistan will attack Kashmir, Ladakh, Subramanian Swamy warns Modi #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…","Islamabad, Pakistan"
Sun Oct 23 13:02:03 +0000 2022,Pakistan News ,Posters urge Kashmiris to observe October 27 as Black Day #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…,"Islamabad, Pakistan"
Sun Oct 23 11:04:02 +0000 2022,Pakistan News ,Kashmir dispute needs to be resolved in a specific time through dialogue: Prof Butt #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…,"Islamabad, Pakistan"
Sun Oct 23 11:02:03 +0000 2022,Pakistan News ,Indian troops torch APHC leader’s house and shops in Kupwara #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…,"Islamabad, Pakistan"
Sun Oct 23 10:02:03 +0000 2022,Pakistan News ,Kashmiris to observe October 27 as Black Day #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…,"Islamabad, Pakistan"
Sun Oct 23 08:04:02 +0000 2022,Pakistan News ,Non-local worker slips to death in Srinagar #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…,"Islamabad, Pakistan"
Sun Oct 23 08:02:03 +0000 2022,Pakistan News ,Kashmiris to observe October 27 as Black Day: War #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…,"Islamabad, Pakistan"
Sun Oct 23 06:06:02 +0000 2022,Pakistan News ,Indian Home Ministry cancels FCRA licence of Rajiv Gandhi Foundation #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…,"Islamabad, Pakistan"
Sun Oct 23 06:04:02 +0000 2022,Pakistan News ,Pak-India T20 match: JKSA urges Kashmiri students to stay away from posts on social media #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…,"Islamabad, Pakistan"
Sun Oct 23 06:02:02 +0000 2022,Pakistan News ,Kashmiris determined to accomplish martyrs’ mission: Report #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…,"Islamabad, Pakistan"
Sun Oct 23 05:04:02 +0000 2022,Pakistan News ,Diaspora playing important role in highlighting Kashmir dispute: AJK President #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…,"Islamabad, Pakistan"
Sun Oct 23 05:02:03 +0000 2022,Pakistan News ,Anjuman Auqaf pays glorious tribute to Sheikh Nooruddin Noorani #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/23…,"Islamabad, Pakistan"
Sat Oct 22 18:02:03 +0000 2022,Pakistan News ,26-year-old software engineer raped in Jharkhand’s West Singhbhum #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/22…,"Islamabad, Pakistan"
Sat Oct 22 17:02:03 +0000 2022,Pakistan News ,"Efforts to harass, silence media must end: US Rep Adam Schiff #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/22…","Islamabad, Pakistan"
